XA1, XA2, YA1, YA2, UTFA, FILENAME, XB1, XB2, YB1, YB2, IoU, 
1823, 1884, 19, 85, 4e0d, navis-Ming-Qing_19686_0028-line-015-y1=1343-y2=1445.xml, 1826, 1881, 20, 81, 0.833333333333, 
1823, 1884, 19, 87, 4e0d, navis-Ming-Qing_19686_0028-line-015-y1=1343-y2=1445.xml, 1826, 1881, 20, 81, 0.808823529412, 
1352, 1419, 25, 74, 5DFE, navis-Ming-Qing_19686_0028-line-015-y1=1343-y2=1445.xml, 1355, 1415, 26, 71, 0.822418519647, 
1352, 1419, 25, 74, 5DFE, navis-Ming-Qing_19686_0028-line-015-y1=1343-y2=1445.xml, 1355, 1415, 26, 71, 0.822418519647, 
1901, 1970, 6, 92, 984c, navis-Ming-Qing_19686_0028-line-015-y1=1343-y2=1445.xml, 1903, 1971, 7, 89, 0.913231382979, 
1901, 1968, 17, 85, 984c, navis-Ming-Qing_19686_0028-line-015-y1=1343-y2=1445.xml, 1903, 1971, 7, 89, 0.77380952381, 
807, 878, 9, 96, 4eca, navis-Ming-Qing_19686_0028-line-015-y1=1343-y2=1445.xml, 810, 874, 10, 93, 0.859964384005, 
807, 878, 17, 85, 4eca, navis-Ming-Qing_19686_0028-line-015-y1=1343-y2=1445.xml, 810, 874, 10, 93, 0.75190048376, 
416, 498, 21, 76, 9001, navis-Ming-Qing_19686_0028-line-016-y1=1442-y2=1518.xml, 418, 495, 16, 73, 0.81797752809, 
1361, 1428, 1, 61, 628a, navis-Ming-Qing_19686_0029-line-001-y1=7-y2=83.xml, 1363, 1425, 2, 58, 0.86368159204, 
351, 413, 7, 50, 56e0, navis-Ming-Qing_19686_0029-line-001-y1=7-y2=83.xml, 354, 410, 8, 63, 0.692987625221, 
419, 496, 1, 69, 76ae, navis-Ming-Qing_19686_0029-line-001-y1=7-y2=83.xml, 421, 493, 2, 66, 0.880061115355, 
580, 660, 7, 93, 61d0, navis-Ming-Qing_19686_0029-line-003-y1=184-y2=277.xml, 583, 657, 8, 90, 0.881976744186, 
1528, 1601, 15, 90, 80fd, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 1531, 1597, 16, 87, 0.855890410959, 
1528, 1601, 17, 84, 80fd, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 1531, 1597, 16, 87, 0.857807953443, 
750, 817, 19, 97, 6572, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 752, 814, 20, 95, 0.889781859931, 
356, 429, 38, 84, 6708, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 358, 426, 39, 87, 0.85906793936, 
356, 429, 38, 89, 6708, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 358, 426, 39, 87, 0.876712328767, 
438, 506, 49, 88, 6708, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 440, 503, 50, 92, 0.824380165289, 
513, 588, 21, 101, 6578, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 516, 585, 22, 98, 0.874, 
902, 981, 17, 84, 8a69, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 904, 977, 18, 98, 0.762945368171, 
902, 981, 17, 101, 8a69, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 904, 977, 18, 98, 0.88004822182, 
1686, 1755, 11, 82, 96ea, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 1688, 1751, 11, 79, 0.874464176363, 
1686, 1755, 17, 82, 96ea, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 1688, 1751, 11, 79, 0.80320789636, 
1061, 1127, 21, 84, 601d, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 1064, 1124, 22, 88, 0.845839017735, 
1061, 1127, 21, 86, 601d, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 1064, 1124, 22, 88, 0.87074829932, 
1443, 1522, 16, 95, 610F, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 1445, 1519, 17, 92, 0.889280564012, 
1443, 1522, 17, 84, 610F, navis-Ming-Qing_19686_0029-line-006-y1=458-y2=559.xml, 1445, 1519, 17, 92, 0.842480883602, 
525, 594, 20, 99, 5f8c, navis-Ming-Qing_19686_0029-line-008-y1=659-y2=758.xml, 527, 594, 21, 96, 0.921849201981, 
362, 433, 38, 82, 91CD, navis-Ming-Qing_19686_0029-line-008-y1=659-y2=758.xml, 365, 430, 39, 87, 0.810379820238, 
362, 433, 38, 90, 91CD, navis-Ming-Qing_19686_0029-line-008-y1=659-y2=758.xml, 365, 430, 39, 87, 0.845070422535, 
754, 818, 17, 82, 9650, navis-Ming-Qing_19686_0029-line-008-y1=659-y2=758.xml, 756, 817, 18, 88, 0.862571807335, 
754, 818, 17, 91, 9650, navis-Ming-Qing_19686_0029-line-008-y1=659-y2=758.xml, 756, 817, 18, 88, 0.90160472973, 
1148, 1217, 13, 95, 6392, navis-Ming-Qing_19686_0029-line-008-y1=659-y2=758.xml, 1150, 1213, 14, 92, 0.868504772004, 
601, 676, 28, 80, 96f2, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 603, 673, 29, 89, 0.788079470199, 
601, 676, 28, 92, 96f2, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 603, 673, 29, 89, 0.875, 
829, 900, 20, 87, 8272, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 831, 897, 20, 84, 0.887954593231, 
1299, 1369, 1, 80, 843d, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 1302, 1366, 2, 77, 0.867992766727, 
1299, 1368, 17, 80, 843d, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 1302, 1366, 2, 77, 0.72357263991, 
1692, 1761, 1, 84, 5BA2, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 1694, 1758, 2, 75, 0.815784878645, 
1692, 1761, 17, 78, 5BA2, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 1694, 1758, 2, 75, 0.71812729735, 
1452, 1530, 11, 89, 559c, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 1454, 1527, 12, 86, 0.887902695595, 
1452, 1530, 17, 80, 559c, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 1454, 1527, 12, 86, 0.804442889627, 
914, 990, 16, 97, 65B0, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 916, 986, 17, 94, 0.875568551007, 
914, 990, 17, 80, 65B0, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 916, 986, 17, 94, 0.764563106796, 
290, 353, 18, 76, 6728, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 292, 349, 19, 94, 0.694230769231, 
290, 353, 18, 97, 6797, navis-Ming-Qing_19686_0029-line-009-y1=755-y2=852.xml, 292, 349, 19, 94, 0.858951175407, 
1460, 1529, 3, 100, 79cb, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 1462, 1526, 4, 97, 0.889287315105, 
1460, 1529, 17, 83, 79cb, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 1462, 1526, 4, 97, 0.672397325692, 
2154, 2219, 1, 70, 8776, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 2154, 2215, 2, 67, 0.884057971014, 
1375, 1447, 6, 100, 542b, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 1378, 1444, 7, 97, 0.877659574468, 
1375, 1447, 17, 83, 542b, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 1378, 1444, 7, 97, 0.6875, 
1069, 1135, 28, 83, 51fa, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 1071, 1135, 29, 88, 0.874936708861, 
1069, 1135, 28, 91, 51fa, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 1071, 1135, 29, 88, 0.908128908129, 
522, 592, 22, 83, 843d, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 524, 589, 20, 90, 0.816683831102, 
522, 592, 22, 93, 843d, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 524, 589, 20, 90, 0.866666666667, 
912, 978, 17, 83, 9577, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 915, 980, 9, 97, 0.702602230483, 
2007, 2067, 1, 85, 65B0, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 2010, 2073, 2, 82, 0.826086956522, 
912, 982, 8, 100, 653e, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 915, 980, 9, 97, 0.888198757764, 
441, 516, 35, 98, 5357, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 443, 513, 36, 95, 0.874074074074, 
1689, 1776, 3, 89, 50b3, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 1692, 1773, 4, 86, 0.887730553328, 
1689, 1774, 17, 83, 50b3, navis-Ming-Qing_19686_0029-line-011-y1=946-y2=1046.xml, 1692, 1773, 4, 86, 0.774109470026, 
996, 1074, 14, 100, 79e6, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 998, 1070, 15, 97, 0.880143112701, 
996, 1074, 17, 83, 79e6, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 998, 1070, 15, 97, 0.754285714286, 
450, 531, 22, 100, 695a, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 452, 528, 23, 97, 0.890155112377, 
2082, 2155, 5, 76, 5b57, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 2084, 2151, 6, 73, 0.866100713872, 
2082, 2155, 17, 76, 5b57, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 2084, 2151, 6, 73, 0.74385408406, 
609, 684, 22, 100, 5BA2, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 612, 680, 19, 97, 0.842418235877, 
610, 681, 22, 83, 5BA2, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 612, 680, 19, 97, 0.75596865318, 
837, 906, 14, 100, 653e, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 840, 904, 15, 97, 0.884395011796, 
837, 905, 17, 83, 653e, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 840, 904, 15, 97, 0.766328011611, 
1232, 1299, 10, 97, 5929, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 1234, 1298, 11, 94, 0.911305541259, 
1232, 1297, 17, 83, 5929, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 1234, 1298, 11, 94, 0.763776634827, 
1930, 2001, 1, 75, 967d, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 1932, 1998, 2, 72, 0.87933003426, 
1937, 2001, 17, 75, 967d, navis-Ming-Qing_19686_0029-line-012-y1=1043-y2=1143.xml, 1932, 1998, 2, 72, 0.674100863974, 
609, 683, 31, 103, 5BB6, navis-Ming-Qing_19686_0029-line-013-y1=1140-y2=1246.xml, 611, 682, 32, 100, 0.906156156156, 
611, 679, 31, 89, 5BB6, navis-Ming-Qing_19686_0029-line-013-y1=1140-y2=1246.xml, 611, 682, 32, 100, 0.791666666667, 
761, 845, 21, 89, 547D, navis-Ming-Qing_19686_0029-line-013-y1=1140-y2=1246.xml, 764, 842, 22, 100, 0.795433789954, 
761, 845, 21, 103, 547D, navis-Ming-Qing_19686_0029-line-013-y1=1140-y2=1246.xml, 764, 842, 22, 100, 0.883275261324, 
1856, 1918, 1, 75, 9650, navis-Ming-Qing_19686_0029-line-013-y1=1140-y2=1246.xml, 1858, 1915, 2, 72, 0.869659982563, 
1856, 1918, 17, 75, 9650, navis-Ming-Qing_19686_0029-line-013-y1=1140-y2=1246.xml, 1858, 1915, 2, 72, 0.704336104246, 
920, 989, 17, 89, 7121, navis-Ming-Qing_19686_0029-line-013-y1=1140-y2=1246.xml, 923, 987, 17, 103, 0.785811732606, 
1157, 1223, 24, 81, 53e5, navis-Ming-Qing_19686_0029-line-014-y1=1243-y2=1341.xml, 1159, 1220, 25, 82, 0.893539105415, 
1157, 1223, 24, 85, 53e5, navis-Ming-Qing_19686_0029-line-014-y1=1243-y2=1341.xml, 1159, 1220, 25, 82, 0.863636363636, 
842, 907, 19, 98, 5929, navis-Ming-Qing_19686_0029-line-014-y1=1243-y2=1341.xml, 845, 906, 20, 95, 0.890944498539, 
990, 1075, 17, 81, 4f86, navis-Ming-Qing_19686_0029-line-015-y1=1338-y2=1436.xml, 993, 1072, 2, 95, 0.653990428146, 
532, 598, 35, 81, 51fa, navis-Ming-Qing_19686_0029-line-015-y1=1338-y2=1436.xml, 534, 596, 36, 89, 0.789920724802, 
532, 598, 35, 92, 51fa, navis-Ming-Qing_19686_0029-line-015-y1=1338-y2=1436.xml, 534, 596, 36, 89, 0.873471557682, 
1152, 1230, 4, 88, 672a, navis-Ming-Qing_19686_0029-line-015-y1=1338-y2=1436.xml, 1155, 1227, 5, 85, 0.879120879121, 
1567, 1641, 1, 66, 5b57, navis-Ming-Qing_19686_0030-line-001-y1=7-y2=95.xml, 1570, 1637, 2, 63, 0.849688149688, 
1022, 1090, 1, 73, 9650, navis-Ming-Qing_19686_0030-line-001-y1=7-y2=95.xml, 1025, 1086, 2, 70, 0.847222222222, 
1024, 1090, 17, 71, 9650, navis-Ming-Qing_19686_0030-line-001-y1=7-y2=95.xml, 1025, 1086, 2, 70, 0.721812904666, 
1024, 1090, 17, 71, 9650, navis-Ming-Qing_19686_0030-line-001-y1=7-y2=95.xml, 1025, 1086, 2, 70, 0.721812904666, 
1172, 1249, 1, 75, 5f97, navis-Ming-Qing_19686_0030-line-001-y1=7-y2=95.xml, 1174, 1246, 2, 72, 0.884520884521, 
943, 1008, 9, 76, 96ea, navis-Ming-Qing_19686_0030-line-001-y1=7-y2=95.xml, 945, 1005, 10, 73, 0.867967853042, 
943, 1008, 17, 71, 96ea, navis-Ming-Qing_19686_0030-line-001-y1=7-y2=95.xml, 945, 1005, 10, 73, 0.8, 
943, 1008, 17, 71, 96ea, navis-Ming-Qing_19686_0030-line-001-y1=7-y2=95.xml, 945, 1005, 10, 73, 0.8, 
241, 307, 43, 82, 624D, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 243, 304, 44, 96, 0.676196032672, 
241, 307, 43, 82, 624D, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 243, 304, 44, 96, 0.676196032672, 
241, 307, 43, 99, 624D, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 243, 304, 44, 96, 0.858225108225, 
864, 933, 25, 99, 80fd, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 867, 930, 26, 96, 0.863689776733, 
1646, 1708, 1, 71, 6c0f, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 1648, 1709, 2, 68, 0.898774398547, 
1405, 1473, 3, 83, 6210, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 1407, 1479, 4, 80, 0.850746268657, 
1405, 1468, 17, 81, 6210, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 1407, 1479, 4, 80, 0.678855325914, 
1405, 1468, 17, 82, 6210, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 1407, 1479, 4, 80, 0.671383647799, 
162, 223, 39, 99, 541B, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 164, 223, 40, 96, 0.902732240437, 
322, 386, 38, 99, 4e0d, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 325, 382, 39, 96, 0.832223360656, 
467, 547, 24, 82, 8a69, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 469, 544, 25, 96, 0.751318101933, 
467, 547, 24, 82, 8a69, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 469, 544, 25, 96, 0.751318101933, 
467, 547, 24, 99, 8a69, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 469, 544, 25, 96, 0.8875, 
1799, 1876, 14, 79, 770b, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 1801, 1874, 15, 76, 0.88971028971, 
1799, 1868, 17, 73, 770b, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 1801, 1874, 15, 76, 0.821905805038, 
1799, 1868, 17, 79, 770b, navis-Ming-Qing_19686_0030-line-002-y1=92-y2=191.xml, 1801, 1874, 15, 76, 0.82733361239, 
1808, 1872, 10, 76, 5230, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 1805, 1872, 11, 73, 0.89977324263, 
1808, 1870, 17, 76, 5230, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 1805, 1872, 11, 73, 0.8, 
1413, 1491, 12, 94, 5374, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 1415, 1488, 13, 91, 0.890243902439, 
1413, 1491, 17, 86, 5374, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 1415, 1488, 13, 91, 0.834078489816, 
1413, 1491, 17, 86, 5374, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 1415, 1488, 13, 91, 0.834078489816, 
320, 391, 30, 103, 4f86, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 323, 388, 31, 100, 0.865328960062, 
479, 549, 33, 103, 6b32, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 481, 546, 34, 100, 0.875510204082, 
789, 867, 20, 86, 6771, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 792, 864, 21, 91, 0.849673202614, 
789, 867, 20, 86, 6771, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 792, 864, 21, 91, 0.849673202614, 
789, 867, 20, 93, 6771, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 792, 864, 21, 91, 0.885142255005, 
243, 309, 38, 103, 98db, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 246, 306, 39, 100, 0.853146853147, 
1344, 1409, 14, 87, 53ef, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 1347, 1406, 14, 85, 0.88282402529, 
1345, 1409, 17, 86, 53ef, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 1347, 1406, 14, 85, 0.873503156978, 
1345, 1409, 17, 86, 53ef, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 1347, 1406, 14, 85, 0.873503156978, 
639, 715, 24, 86, 8a69, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 641, 711, 25, 100, 0.750175685172, 
639, 715, 24, 103, 8a69, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 641, 711, 25, 100, 0.874417055296, 
639, 715, 25, 86, 8a69, navis-Ming-Qing_19686_0030-line-003-y1=188-y2=291.xml, 641, 711, 25, 100, 0.760327635328, 
1340, 1402, 14, 80, 7af9, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 1342, 1399, 15, 78, 0.877565982405, 
1340, 1402, 17, 80, 7af9, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 1342, 1399, 15, 78, 0.864925373134, 
1718, 1806, 4, 86, 6771, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 1721, 1802, 5, 83, 0.875554323725, 
400, 470, 22, 82, 843d, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 403, 467, 23, 86, 0.847396768402, 
400, 470, 22, 89, 843d, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 403, 467, 23, 86, 0.859701492537, 
1494, 1575, 3, 80, 60c5, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 1496, 1576, 4, 77, 0.913946117274, 
1494, 1573, 17, 80, 60c5, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 1496, 1576, 4, 77, 0.745522026787, 
1883, 1956, 6, 84, 559c, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 1885, 1953, 7, 81, 0.883737267299, 
1883, 1956, 17, 82, 559c, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 1885, 1953, 7, 81, 0.802211981567, 
946, 1025, 19, 95, 526a, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 948, 1022, 20, 92, 0.887408394404, 
794, 860, 12, 99, 9280, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 797, 858, 13, 96, 0.88174851968, 
714, 790, 14, 95, 662f, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 717, 786, 15, 92, 0.86306042885, 
714, 789, 17, 82, 662f, navis-Ming-Qing_19686_0030-line-004-y1=288-y2=387.xml, 717, 786, 15, 92, 0.786428195686, 
2104, 2182, 1, 81, 679d, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 2106, 2180, 2, 78, 0.901282051282, 
2108, 2182, 17, 81, 679d, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 2106, 2180, 2, 78, 0.735924932976, 
1026, 1100, 19, 83, 83ab, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 1029, 1096, 20, 92, 0.790597490167, 
1026, 1100, 19, 94, 83ab, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 1029, 1096, 20, 92, 0.869189189189, 
870, 938, 17, 83, 5728, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 872, 938, 17, 96, 0.814814814815, 
720, 787, 38, 96, 51fa, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 722, 784, 39, 93, 0.861554297478, 
870, 941, 16, 99, 82b1, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 872, 938, 17, 96, 0.884778550823, 
798, 867, 17, 83, 98db, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 801, 863, 17, 97, 0.754703061601, 
799, 867, 16, 100, 98db, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 801, 863, 17, 97, 0.868347338936, 
1884, 1956, 4, 84, 559c, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 1886, 1952, 5, 81, 0.870833333333, 
1884, 1956, 17, 83, 559c, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 1886, 1952, 5, 81, 0.761904761905, 
1960, 2030, 1, 77, 5f97, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 1963, 2029, 2, 74, 0.893233082707, 
1962, 2025, 17, 77, 5f97, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 1963, 2029, 2, 74, 0.707082833133, 
1811, 1883, 1, 82, 6885, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 1814, 1880, 2, 79, 0.871399176955, 
406, 468, 27, 98, 672c, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 408, 464, 28, 95, 0.852339845525, 
1653, 1722, 11, 81, 96ea, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 1656, 1719, 12, 78, 0.860869565217, 
1653, 1722, 17, 81, 96ea, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 1656, 1719, 12, 78, 0.812301838935, 
1339, 1409, 12, 88, 8e0f, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 1342, 1405, 13, 85, 0.852631578947, 
1339, 1408, 17, 83, 8e0f, navis-Ming-Qing_19686_0030-line-005-y1=384-y2=484.xml, 1342, 1405, 13, 85, 0.843065693431, 
496, 562, 72, 130, 8fe2, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 497, 559, 19, 128, 0.488051728985, 
496, 562, 72, 131, 8fe2, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 497, 559, 19, 128, 0.48356545961, 
496, 562, 73, 130, 8fe2, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 497, 559, 19, 128, 0.479606188467, 
2113, 2186, 42, 130, 5148, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 2116, 2183, 43, 128, 0.886519302615, 
2113, 2187, 42, 130, 5148, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 2116, 2183, 43, 128, 0.874539312039, 
2113, 2187, 42, 131, 5148, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 2116, 2183, 43, 128, 0.864713027634, 
647, 713, 67, 130, 6885, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 649, 712, 68, 144, 0.775, 
647, 713, 67, 130, 6885, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 649, 712, 68, 144, 0.775, 
647, 713, 67, 147, 6885, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 649, 712, 68, 144, 0.906818181818, 
952, 1027, 69, 130, 666F, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 954, 1024, 70, 140, 0.796208530806, 
952, 1027, 69, 130, 666F, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 954, 1024, 70, 140, 0.796208530806, 
952, 1027, 69, 142, 666F, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 954, 1024, 70, 140, 0.89497716895, 
1337, 1416, 63, 130, 5bd2, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 1339, 1413, 64, 134, 0.873859366613, 
1337, 1416, 63, 130, 5bd2, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 1339, 1413, 64, 134, 0.873859366613, 
1337, 1416, 63, 137, 5bd2, navis-Ming-Qing_19686_0030-line-007-y1=629-y2=776.xml, 1339, 1413, 64, 134, 0.886075949367, 
264, 327, 38, 82, 5468, navis-Ming-Qing_19686_0030-line-008-y1=773-y2=872.xml, 267, 324, 39, 87, 0.801766437684, 
264, 327, 38, 90, 5468, navis-Ming-Qing_19686_0030-line-008-y1=773-y2=872.xml, 267, 324, 39, 87, 0.835164835165, 
264, 327, 39, 82, 5468, navis-Ming-Qing_19686_0030-line-008-y1=773-y2=872.xml, 267, 324, 39, 87, 0.818637274549, 
1194, 1271, 14, 92, 6e05, navis-Ming-Qing_19686_0030-line-008-y1=773-y2=872.xml, 1197, 1268, 15, 90, 0.886613386613, 
1346, 1419, 17, 82, 6674, navis-Ming-Qing_19686_0030-line-008-y1=773-y2=872.xml, 1348, 1419, 13, 82, 0.91767747067, 
1812, 1895, 19, 82, 8349, navis-Ming-Qing_19686_0030-line-008-y1=773-y2=872.xml, 1815, 1891, 15, 81, 0.851617567323, 
1812, 1895, 19, 82, 8349, navis-Ming-Qing_19686_0030-line-008-y1=773-y2=872.xml, 1815, 1891, 15, 81, 0.851617567323, 
1812, 1895, 19, 84, 8349, navis-Ming-Qing_19686_0030-line-008-y1=773-y2=872.xml, 1815, 1891, 15, 81, 0.826811721355, 
1115, 1185, 31, 82, 6708, navis-Ming-Qing_19686_0030-line-008-y1=773-y2=872.xml, 1118, 1183, 32, 86, 0.848563968668, 
1115, 1186, 31, 82, 6708, navis-Ming-Qing_19686_0030-line-008-y1=773-y2=872.xml, 1118, 1183, 32, 86, 0.837413037877, 
1115, 1186, 31, 89, 6708, navis-Ming-Qing_19686_0030-line-008-y1=773-y2=872.xml, 1118, 1183, 32, 86, 0.852355512385, 
